0,115.8052751,64.58352969,177.6819009,179.3321583,168.7098831,178.9974087,4.947335179,9.218168756,151.4802884,132.0900764
1,116.8953342,66.05624166,176.8788443,179.224744,168.2390947,179.1208199,4.801557379,8.69711025,148.0800843,131.9325238
2,116.8689611,66.55957387,176.3871409,179.1999943,168.9183693,179.6285365,4.368185953,8.206256318,146.0592287,131.7877017
3,116.9864257,66.94793962,176.1887943,179.3967813,169.227868,179.7898524,3.612766015,7.586130529,144.6732994,131.8571743
4,117.2534406,67.07529838,176.1664428,179.7183685,169.1849374,179.4184471,3.187431387,7.374569329,143.1087385,131.1908537
5,117.4233058,67.23421345,176.0073542,179.7074691,169.2456973,179.2769849,2.931975716,7.376936776,142.9129199,130.7729969
6,117.4734847,67.481001,175.8043052,179.8449677,169.8495908,178.8323505,2.599822733,7.246517694,142.3024445,130.5533137
7,117.399588,67.53791197,175.6815541,179.9805755,169.8339746,178.4330402,2.471392066,7.15317823,141.7770944,130.5541412
8,117.4961148,67.44505472,175.6305133,179.9665637,169.9637996,178.4125711,2.310725305,7.108271305,141.6600269,129.8763432
9,117.6872385,67.44562505,175.6260379,179.9381006,169.9104524,178.4417773,1.722815576,6.832360765,140.2607252,130.5889953
10,117.8057783,67.42833232,175.5650059,179.8644483,169.9110207,178.4007503,1.646910261,6.466507214,139.3567957,131.2503271
11,117.8395635,67.3494578,175.4860265,179.929126,169.8655343,178.4021224,1.548035436,6.102247807,138.8852413,131.5210564
12,117.8541347,67.20742142,175.4732739,179.9721956,169.8489357,178.3850719,1.518851977,5.972490108,138.4569061,131.5196188
13,117.8590971,67.17544627,175.4333869,179.9364368,169.7862615,178.2611961,1.462639924,5.876802219,137.9827027,131.4037733
14,117.8681705,67.12916477,175.3958827,179.8478466,169.7011569,178.2328323,1.295582656,5.595278846,137.3771299,131.6934344
15,117.8131979,67.11363321,175.4918401,179.7344049,169.4511853,178.2279811,1.342081443,5.416252543,137.2733569,131.5616383
16,117.7734375,67.13928094,175.4862485,179.7104422,169.4514838,178.1386134,1.385683129,5.34977232,137.3875908,131.8806192
17,117.6678279,67.15412998,175.4472502,179.7076033,169.4092646,178.0761708,1.512527511,5.263486013,137.4591046,131.5874133
18,117.61592,67.18970267,175.5588191,179.5986797,169.0927222,177.9658106,1.519379848,5.158903588,137.5493019,131.7419262
19,117.5457245,67.22827463,175.6301675,179.4875238,169.0474663,177.8880652,1.609991163,5.112081562,137.7658356,131.7408622
20,117.5145976,67.2231154,175.6557776,179.4772085,169.1036455,177.9478735,1.603593528,5.037530391,137.5398872,131.2795626
21,117.5162154,67.2072603,175.7407084,179.4821924,169.1611897,177.9534077,1.604490976,5.036623956,137.549707,130.8537248
22,117.4233771,67.19706652,175.726554,179.5045701,169.2025231,178.0036885,1.565022001,5.015240064,137.3339255,130.6331601
23,117.3426208,67.14967886,175.7743535,179.4481885,169.1571429,178.2270423,1.585250798,4.854244618,137.2990701,130.5863911
24,117.1884571,67.05838766,175.7970671,179.3783486,168.9798041,178.4341661,1.603962283,4.843650173,137.3480761,130.2521099
25,117.0739914,66.9246344,175.9072435,179.1711873,168.9409647,178.3296253,1.69115734,4.836641336,137.4644879,129.9268916
26,116.9848144,66.864767,176.0078946,179.0580304,168.8988242,178.3470121,1.787644884,4.791168716,137.6399013,129.7745616
27,116.9756409,66.80814054,176.0458459,179.0296963,168.8845195,178.3294724,1.786476501,4.769746885,138.000717,129.8614117
28,116.9547294,66.79252859,176.0577005,179.0259707,168.8888013,178.3248009,1.689354404,4.770140057,138.1472803,129.8520981
29,116.9345966,66.71823362,176.1414963,178.9632068,168.9278669,178.2497126,1.583330553,4.873681832,138.4599586,129.9487291
30,116.9417356,66.70917814,176.1663755,178.9506786,168.9535884,178.2416633,1.551866542,4.989833411,138.6438758,130.0477131
31,116.9829683,66.69978345,176.2086393,178.9268287,168.9609878,178.1675033,1.46374968,5.133397859,138.3873822,129.9568545
32,117.0120197,66.71072363,176.2835628,178.8986913,168.9735085,178.1399207,1.220378515,5.156435383,137.8190123,129.8805995
33,117.0351902,66.7156486,176.3874611,178.9026983,169.1063387,178.1257496,1.060154188,5.207032507,137.8151146,129.8420024
34,117.0665032,66.64356605,176.3905266,178.8954635,169.1136877,178.1022468,1.01287046,5.448929669,137.9620211,129.4369855
35,117.1567815,66.6005325,176.4200311,178.8440672,169.1433325,178.0019274,0.521791786,5.456358023,135.8535999,129.3487205
36,117.2763412,66.65099759,176.3676606,178.9417611,169.0266281,178.0374938,0.358067937,6.026481668,132.0878892,128.3383304
37,117.3612679,66.67208756,176.3737219,179.1649727,168.9605679,178.4328224,1.751224267,7.21953101,129.1401893,125.1850818
38,117.5240388,66.6249269,176.2636507,179.3217634,168.5825117,178.7566248,4.672512662,8.460773152,124.5282364,124.5755815
39,117.2765317,66.47546012,176.5387476,179.1937005,168.6460188,179.2352943,8.833398629,12.08896814,121.6564966,121.2055026
40,116.9378985,66.0897941,177.1420664,178.596531,168.4960309,179.2967068,17.02406267,17.678542,111.9721707,113.3133149
41,117.605798,65.47119281,177.7366729,178.215778,168.3358407,179.1868062,22.35145775,24.79747432,99.6356402,102.5477937
42,118.4324458,64.53157436,178.899972,177.694688,168.2361705,178.8513414,30.59670555,26.74102548,85.73028827,95.52882165
43,119.2304283,63.84331599,179.7255467,177.6433207,168.1400659,178.7167644,32.75114585,28.12680397,76.67977145,77.34336639
44,119.8121366,64.49831491,179.8889814,177.3698809,168.4082994,179.0887814,32.69028358,20.80353099,61.25520211,72.36884078
45,120.0642607,66.43410634,179.4858077,177.5090945,169.0029461,178.5998142,22.9307316,0.293456575,32.03461372,72.92897669
46,118.9824168,71.64899601,176.8031614,178.0832863,169.534486,177.9139925,15.53042631,34.27988018,0.577367146,86.55179697
47,116.9034046,73.71991844,175.1834987,179.0043096,171.3561481,177.8786203,0.380463853,54.96605755,0.136547956,71.10162522
48,115.795298,75.58981423,174.2340517,179.4437412,172.6441765,177.7255972,33.62177826,62.97354205,33.34355199,114.5742736
49,113.4140851,79.19256074,174.3008826,175.4054637,175.0213904,172.1557371,45.85048382,77.68899307,67.55814217,116.2538368
50,116.5442945,77.6808244,176.047419,163.7937462,178.3626897,139.5619209,156.1653462,89.58763528,178.4996458,102.5082498
51,119.6199051,76.16826323,176.2438448,155.6496221,178.3235702,119.7390646,169.9412713,124.6641035,134.2451906,133.4864959
52,118.7157386,73.33953538,176.6154722,152.3260354,179.1960571,116.5628764,169.3743979,150.682132,140.1102492,162.5590428
53,119.0470048,73.60052161,177.2097811,140.7704157,177.2249835,103.7698702,171.2976824,156.7430007,147.7517706,174.4942102
54,120.8400893,74.02047805,177.671775,138.9989717,175.3746384,105.7384391,172.4996652,156.6195477,149.6031295,179.9950772
55,120.5286328,74.59454551,178.5762265,133.1063567,175.1328665,97.92651396,174.1836801,152.8935932,152.4266997,174.783039
